Original_Structure_Number,Field_Structure_Number,Lamp_Condition_ID,Pole_Inspection_Date
2318374E,2318374E,ON,6_4_09 12-51-29 AM
2318366E,2318366E,ON,6_4_09 12-51-29 AM
2318368E,2318368E,ON,6_4_09 12-51-29 AM
2318365E,2318365E,ON,6_4_09 12-51-29 AM
2318367E,2318367E,ON,6_4_09 12-51-29 AM
2258283E,2258283E,ON,6_4_09 12-51-29 AM
2258284E,2258284E,ON,6_4_09 12-51-29 AM
4352802E,4352802E,ON,6_4_09 12-51-29 AM
4000813E,4000813E,ON,6_4_09 12-51-29 AM
2318388E,2318388E,ON,6_4_09 12-51-29 AM
2318387E,2318387E,ON,6_4_09 12-51-29 AM
2258384E,2258384E,ON,6_4_09 12-51-29 AM
2258386E,2258386E,ON,6_4_09 12-51-29 AM
2258389E,2258389E,ON,6_4_09 12-51-29 AM
2258388E,2258388E,ON,6_4_09 12-51-29 AM
2258390E,2258390E,ON,6_4_09 12-51-29 AM
2258391E,2258391E,ON,6_4_09 12-51-29 AM
2318389E,2318389E,ON,6_4_09 12-51-29 AM
2258385E,2258385E,ON,6_4_09 12-51-29 AM
2258387E,2258387E,ON,6_4_09 12-51-29 AM
4000814E,4000814E,ON,6_4_09 12-51-29 AM
2318386E,2318386E,ON,6_4_09 12-51-29 AM
2318385E,2318385E,ON,6_4_09 12-51-29 AM
2318384E,2318384E,ON,6_4_09 12-51-29 AM
2318383E,2318383E,ON,6_4_09 12-51-29 AM
2318378E,2318378E,ON,6_4_09 12-51-29 AM
2318382E,2318382E,ON,6_4_09 12-51-29 AM
1911635E,1911635E,ON,6_4_09 12-51-29 AM
2333119E,2333119E,ON,6_4_09 12-51-29 AM
2333118E,2333118E,ON,6_4_09 12-51-29 AM
2257778E,2257778E,ON,6_4_09 12-51-29 AM
2257775E,2257775E,ON,6_4_09 12-51-29 AM
2257777E,2257777E,ON,6_4_09 12-51-29 AM
2258049E,2258049E,ON,6_4_09 12-51-29 AM
2258668E,2258668E,ON,6_4_09 12-51-29 AM
2257779E,2257779E,ON,6_4_09 12-51-29 AM
2257780E,2257780E,ON,6_4_09 12-51-29 AM
2258047E,2258047E,ON,6_4_09 12-51-29 AM
2257782E,2257782E,ON,6_4_09 12-51-29 AM
2333113E,2333113E,ON,6_4_09 12-51-29 AM
2258046E,2258046E,ON,6_4_09 12-51-29 AM
2257781E,2257781E,ON,6_4_09 12-51-29 AM
1911636E,1911636E,ON,6_4_09 12-51-29 AM
2258673E,2258673E,ON,6_4_09 12-51-29 AM
2258294E,2258294E,ON,6_4_09 12-51-29 AM
2258293E,2258293E,ON,6_4_09 12-51-29 AM
2257410E,2257410E,ON,6_4_09 12-51-29 AM
2196065E,2196065E,ON,6_4_09 12-51-29 AM
2258672E,2258672E,ON,6_4_09 12-51-29 AM
2258292E,2258292E,ON,6_4_09 12-51-29 AM
2257776E,2257776E,ON,6_4_09 12-51-29 AM
2258666E,2258666E,ON,6_4_09 12-51-29 AM
2333051E,2333051E,ON,6_4_09 12-51-29 AM
2258667E,2258667E,ON,6_4_09 12-51-29 AM
2258674E,2258674E,ON,6_4_09 12-51-29 AM
2333114E,2333114E,ON,6_4_09 12-51-29 AM
2258353E,2258353E,ON,6_4_09 12-51-29 AM
2258352E,2258352E,ON,6_4_09 12-51-29 AM
2258351E,2258351E,ON,6_4_09 12-51-29 AM
2257412E,2257412E,ON,6_4_09 12-51-29 AM
2258354E,2258354E,ON,6_4_09 12-51-29 AM
2257411E,2257411E,ON,6_4_09 12-51-29 AM
2258295E,2258295E,ON,6_4_09 12-51-29 AM
2318702E,2318702E,ON,6_4_09 12-51-30 AM
1911634E,1911634E,ON,6_4_09 12-51-30 AM
2333115E,2333115E,ON,6_4_09 12-51-30 AM
1911633E,1911633E,ON,6_4_09 12-51-30 AM
2318703E,2318703E,ON,6_4_09 12-51-30 AM
2333116E,2333116E,ON,6_4_09 12-51-30 AM
1911632E,1911632E,ON,6_4_09 12-51-30 AM
2258377E,2258377E,ON,6_4_09 12-51-30 AM
2258378E,2258378E,ON,6_4_09 12-51-30 AM
2258379E,2258379E,ON,6_4_09 12-51-30 AM
2258281E,2258281E,ON,6_4_09 12-51-30 AM
2195838E,2195838E,ON,6_4_09 12-51-30 AM
2148455E,2148455E,ON,6_4_09 12-51-30 AM
2258383E,2258383E,ON,6_4_09 12-51-30 AM
2258282E,2258282E,ON,6_4_09 12-51-30 AM
4400696E,4400696E,ON,6_4_09 12-51-30 AM
4400695E,4400695E,ON,6_4_09 12-51-30 AM
4400695E,4400695E,ON,6_4_09 12-51-30 AM
1911638E,1911638E,ON,6_4_09 12-51-30 AM
1911628E,1911628E,ON,6_4_09 12-51-30 AM
1911629E,1911629E,ON,6_4_09 12-51-30 AM
1911631E,1911631E,ON,6_4_09 12-51-30 AM
2333035E,2333035E,ON,6_4_09 12-51-30 AM
2333031E,2333031E,ON,6_4_09 12-51-30 AM
2258440E,2258440E,ON,6_4_09 12-51-30 AM
2258009E,2258009E,ON,6_4_09 12-51-30 AM
2258009E,2258009E,ON,6_4_09 12-51-30 AM
2258010E,2258010E,ON,6_4_09 12-51-30 AM
4153532E,4153532E,ON,6_4_09 12-51-30 AM
2333639E,2333639E,ON,6_4_09 12-51-30 AM
4055731E,4055731E,ON,6_4_09 12-51-30 AM
4055731E,4055731E,ON,6_4_09 12-51-30 AM
2148963E,2148963E,ON,6_4_09 12-51-30 AM
2149303E,2149303E,ON,6_4_09 12-51-30 AM
2148459E,2148459E,ON,6_4_09 12-51-30 AM
2148458E,2148458E,ON,6_4_09 12-51-30 AM
2148467E,2148467E,ON,6_4_09 12-51-30 AM
2148467E,2148467E,ON,6_4_09 12-51-30 AM
2149300E,2149300E,ON,6_4_09 12-51-30 AM
2148285E,2148285E,ON,6_4_09 12-51-30 AM
2148282E,2148282E,ON,6_4_09 12-51-30 AM
2195824E,2195824E,ON,6_4_09 12-51-30 AM
2149316E,2149316E,ON,6_4_09 12-51-30 AM
2119900E,2119900E,ON,6_4_09 12-51-30 AM
2119900E,2119900E,ON,6_4_09 12-51-30 AM
2119051E,2119051E,ON,6_4_09 12-51-30 AM
2149315E,2149315E,ON,6_4_09 12-51-30 AM
2119176E,2119176E,ON,6_4_09 12-51-30 AM
2149075E,2149075E,ON,6_4_09 12-51-30 AM
2196599E,2196599E,ON,6_4_09 12-51-30 AM
2120109E,2120109E,ON,6_4_09 12-51-30 AM
2148956E,2148956E,ON,6_4_09 12-51-30 AM
2148956E,2148956E,ON,6_4_09 12-51-30 AM
2119109E,2119109E,ON,6_4_09 12-51-30 AM
2119913E,2119913E,CYCLING,6_4_09 12-42-53 AM
2149302E,2149302E,ON,6_4_09 12-51-30 AM
2119911E,2119911E,ON,6_4_09 12-51-30 AM
2119699E,2119699E,ON,6_4_09 12-51-30 AM
2119910E,2119910E,ON,6_4_09 12-51-30 AM
2149304E,2149304E,ON,6_4_09 12-51-30 AM
2149301E,2149301E,ON,6_4_09 12-51-30 AM
2148460E,2148460E,ON,6_4_09 12-51-30 AM
2148284E,2148284E,ON,6_4_09 12-51-30 AM
2195836E,2195836E,ON,6_4_09 12-51-30 AM
2149299E,2149299E,ON,6_4_09 12-51-30 AM
2195834E,2195834E,ON,6_4_09 12-51-30 AM
2195829E,2195829E,ON,6_4_09 12-51-30 AM
2148283E,2148283E,ON,6_4_09 12-51-30 AM
2119393E,2119393E,ON,6_4_09 12-51-30 AM
2149318E,2149318E,ON,6_4_09 12-51-30 AM
2119392E,2119392E,ON,6_4_09 12-51-30 AM
2148442E,2148442E,ON,6_4_09 12-51-30 AM
2119110E,2119110E,ON,6_4_09 12-51-30 AM
2119394E,2119394E,ON,6_4_09 12-51-30 AM
2149074E,2149074E,ON,6_4_09 12-51-30 AM
2148441E,2148441E,ON,6_4_09 12-51-30 AM
2148445E,2148445E,ON,6_4_09 12-51-30 AM
2120112E,2120112E,ON,6_4_09 12-51-30 AM
2119106E,2119106E,ON,6_4_09 12-51-30 AM
2120106E,2120106E,ON,6_4_09 12-51-30 AM
2120106E,2120106E,ON,6_4_09 12-51-30 AM
2119909E,2119909E,ON,6_4_09 12-51-30 AM
2149305E,2149305E,ON,6_4_09 12-51-30 AM
2149126E,2149126E,ON,6_4_09 12-51-30 AM
2119111E,2119111E,ON,6_4_09 12-51-30 AM
2149309E,2149309E,ON,6_4_09 12-51-30 AM
2148957E,2148957E,ON,6_4_09 12-51-30 AM
2148957E,2148957E,ON,6_4_09 12-51-30 AM
4482958E,4482958E,ON,6_4_09 12-51-30 AM
4482957E,4482957E,ON,6_4_09 12-51-30 AM
4474168E,4474168E,ON,6_4_09 12-51-30 AM
4474167E,4474167E,ON,6_4_09 12-51-30 AM
4474166E,4474166E,ON,6_4_09 12-51-30 AM
4474165E,4474165E,ON,6_4_09 12-51-30 AM
4474164E,4474164E,ON,6_4_09 12-51-30 AM
4474163E,4474163E,ON,6_4_09 12-51-30 AM
4474162E,4474162E,ON,6_4_09 12-51-30 AM
4474161E,4474161E,ON,6_4_09 12-51-30 AM
4482343E,4482343E,ON,6_4_09 12-51-30 AM
4483243E,4483243E,ON,6_4_09 12-51-30 AM
4483244E,4483244E,ON,6_4_09 12-51-30 AM
4483245E,4483245E,ON,6_4_09 12-51-30 AM
4483246E,4483246E,ON,6_4_09 12-51-30 AM
4471188E,4471188E,ON,6_4_09 12-51-30 AM
4471189E,4471189E,ON,6_4_09 12-51-30 AM
4471190E,4471190E,ON,6_4_09 12-51-30 AM
4471191E,4471191E,ON,6_4_09 12-51-30 AM
4471192E,4471192E,ON,6_4_09 12-51-30 AM
4471193E,4471193E,ON,6_4_09 12-51-30 AM
4468628E,4468628E,ON,6_4_09 12-51-30 AM
4468629E,4468629E,ON,6_4_09 12-51-30 AM
4468624E,4468624E,ON,6_4_09 12-51-30 AM
4468625E,4468625E,ON,6_4_09 12-51-30 AM
4468626E,4468626E,ON,6_4_09 12-51-30 AM
4468627E,4468627E,ON,6_4_09 12-51-30 AM
4468603E,4468603E,ON,6_4_09 12-51-30 AM
4468604E,4468604E,ON,6_4_09 12-51-30 AM
